customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,tech_support,streaming_tv,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST01751,Female,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,43.22,1276.48,2,No
CUST01752,Female,0,Yes,No,37,Yes,No,DSL,No internet service,No,No,Month-to-month,No,Credit card,72.93,2724.55,3,Yes
CUST01753,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,47.71,2845.97,0,No
CUST01754,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,33.01,1226.39,0,No
CUST01755,Male,0,Yes,Yes,14,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,119.45,1681.35,0,Yes
CUST01756,Female,0,Yes,No,17,No,No phone service,DSL,No,No internet service,No internet service,Month-to-month,No,Credit card,109.84,1897.94,1,No
CUST01757,Male,0,No,Yes,51,Yes,No phone service,DSL,Yes,No internet service,No internet service,One year,Yes,Credit card,82.77,4254.18,1,No
CUST01758,Male,0,No,No,28,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,108.94,3051.62,2,No
CUST01759,Male,0,Yes,No,59,Yes,No phone service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,113.42,6718.8,1,No
CUST01760,Male,1,Yes,Yes,20,Yes,No phone service,No,No internet service,Yes,No,Two year,Yes,Credit card,86.96,1778.45,3,No
CUST01761,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,70.91,1138.02,2,Yes
CUST01762,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,107.96,1855.98,1,Yes
CUST01763,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.92,4267.85,2,Yes
CUST01764,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,30.93,1159.16,1,No
CUST01765,Male,0,Yes,No,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Electronic check,55.42,3279.07,1,No
CUST01766,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,63.48,2364.68,0,No
CUST01767,Female,0,Yes,Yes,11,Yes,No phone service,DSL,Yes,No,No,One year,Yes,Electronic check,113.41,1292.43,2,No
CUST01768,Male,0,No,No,72,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card,85.24,6153.81,1,No
CUST01769,Male,0,No,Yes,0,Yes,No,DSL,No internet service,No internet service,Yes,Two year,Yes,Credit card,107.28,26.57,1,No
CUST01770,Male,0,Yes,No,57,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,95.27,5432.04,2,Yes
CUST01771,Male,0,No,No,2,Yes,No phone service,DSL,No,Yes,No,One year,Yes,Bank transfer,49.61,148.47,0,No
CUST01772,Male,0,No,No,62,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Electronic check,91.31,5702.47,2,Yes
CUST01773,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Credit card,37.92,790.12,0,Yes
CUST01774,Female,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,59.63,1314.9,2,No
CUST01775,Male,0,No,No,8,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,No,Bank transfer,100.22,805.5,2,Yes
CUST01776,Female,0,No,Yes,54,Yes,No phone service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.42,4369.93,1,Yes
CUST01777,Female,1,Yes,No,18,Yes,No phone service,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer,102.19,1853.67,0,Yes
CUST01778,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,43.98,2713.92,2,No
CUST01779,Female,0,No,No,38,No,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,Electronic check,94.47,3619.77,1,No
CUST01780,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,38.64,1046.57,3,No
CUST01781,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,73.62,3326.97,2,No
CUST01782,Female,0,Yes,Yes,33,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,62.22,2082.15,0,Yes
CUST01783,Female,1,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,No,No,Month-to-month,No,Electronic check,74.76,2431.19,2,Yes
CUST01784,Female,1,No,Yes,49,Yes,No,DSL,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,31.82,1583.72,1,No
CUST01785,Male,0,No,No,19,Yes,No,No,Yes,No,No,Two year,No,Electronic check,54.85,1083.68,2,Yes
CUST01786,Female,0,No,No,39,Yes,No phone service,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,86.02,3361.34,1,Yes
CUST01787,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,74.97,4309.98,1,Yes
CUST01788,Female,0,Yes,No,30,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,73.99,2266.85,0,No
CUST01789,Male,1,No,Yes,37,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,70.1,2610.29,1,Yes
CUST01790,Female,0,No,No,44,Yes,No phone service,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,114.28,5046.64,1,Yes
CUST01791,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,113.33,4537.38,1,No
CUST01792,Female,1,No,Yes,8,Yes,No phone service,No,No,No,No,Two year,Yes,Electronic check,54.73,469.91,1,No
CUST01793,Male,0,No,No,8,Yes,No phone service,DSL,No,Yes,Yes,One year,Yes,Electronic check,53.89,458.74,3,Yes
CUST01794,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card,74.6,4627.22,0,Yes
CUST01795,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.75,620.36,1,No
CUST01796,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,48.91,775.11,2,Yes
CUST01797,Male,0,Yes,No,31,Yes,No phone service,No,No,Yes,No,Month-to-month,No,Electronic check,41.55,1333.41,2,No
CUST01798,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Bank transfer,40.79,2678.64,4,Yes
CUST01799,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Mailed check,83.13,1103.32,2,No
CUST01800,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,57.2,2160.21,2,Yes
CUST01801,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Electronic check,35.46,268.15,2,No
CUST01802,Male,1,No,Yes,20,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,108.53,2203.37,1,Yes
CUST01803,Male,0,Yes,No,55,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,107.16,5924.57,1,No
CUST01804,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Credit card,105.97,4787.26,0,Yes
CUST01805,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,57.86,2434.46,0,No
CUST01806,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,No,No internet service,No,Two year,Yes,Bank transfer,23.81,1072.52,1,No
CUST01807,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,28.89,1379.24,0,No
CUST01808,Male,0,No,No,69,Yes,No phone service,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,46.16,3209.1,2,No
CUST01809,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,No,Electronic check,40.44,1254.33,1,No
CUST01810,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Credit card,107.15,3449.52,1,No
CUST01811,Female,0,No,Yes,43,Yes,Yes,DSL,No internet service,Yes,No,One year,No,Bank transfer,118.61,5114.29,0,No
CUST01812,Male,0,Yes,Yes,70,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,101.3,7114.1,2,No
CUST01813,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Mailed check,92.44,658.98,0,Yes
CUST01814,Male,0,No,No,72,Yes,No,DSL,No internet service,Yes,No,Two year,Yes,Credit card,78.04,5623.45,0,No
CUST01815,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No internet service,One year,No,Credit card,96.53,102.18,0,Yes
CUST01816,Male,0,No,No,16,Yes,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,114.6,1849.56,2,No
CUST01817,Female,0,No,Yes,51,Yes,No phone service,No,No,No internet service,Yes,One year,No,Electronic check,79.34,4046.97,1,No
CUST01818,Male,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,33.77,1496.89,1,No
CUST01819,Female,0,Yes,No,36,Yes,No phone service,DSL,Yes,No internet service,No,One year,Yes,Credit card,34.71,1288.94,1,No
CUST01820,Male,0,No,No,41,Yes,No phone service,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,77.55,3191.28,1,Yes
CUST01821,Male,0,No,No,43,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,52.01,2241.97,1,No
CUST01822,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,110.85,4148.9,0,No
CUST01823,Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Electronic check,80.39,433.07,2,Yes
CUST01824,Female,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,87.0,5832.0,2,No
CUST01825,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card,18.59,932.61,3,Yes
CUST01826,Male,0,Yes,No,34,Yes,No phone service,DSL,Yes,Yes,No,Month-to-month,No,Credit card,68.88,2372.53,3,Yes
CUST01827,Female,0,No,No,57,Yes,No,DSL,No,Yes,No,Two year,No,Bank transfer,61.98,3559.87,2,No
CUST01828,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,90.0,5043.42,3,Yes
CUST01829,Female,0,No,No,72,No,No,DSL,Yes,Yes,No,One year,Yes,Mailed check,57.03,4117.38,1,No
CUST01830,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,Two year,No,Mailed check,117.61,634.5,0,No
CUST01831,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,86.36,1064.92,1,No
CUST01832,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,85.31,4970.0,1,Yes
CUST01833,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No,No internet service,One year,Yes,Credit card,111.77,3253.84,2,Yes
CUST01834,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,119.51,126.19,1,No
CUST01835,Female,1,Yes,Yes,57,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Credit card,38.18,2196.39,0,No
CUST01836,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,100.67,3569.57,2,Yes
CUST01837,Female,1,No,No,71,Yes,No phone service,DSL,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,34.56,2456.2,1,No
CUST01838,Female,0,No,No,44,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,64.62,2892.83,0,No
CUST01839,Female,0,Yes,No,8,Yes,Yes,DSL,No,No internet service,No internet service,One year,Yes,Bank transfer,28.22,236.15,1,No
CUST01840,Male,0,No,No,64,Yes,No phone service,DSL,Yes,No internet service,No internet service,Two year,Yes,Credit card,81.58,5241.56,0,No
CUST01841,Female,1,No,No,49,Yes,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,Mailed check,65.79,3225.96,3,No
CUST01842,Female,0,No,No,31,Yes,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,82.13,2575.27,0,No
CUST01843,Female,0,No,Yes,42,Yes,No phone service,No,Yes,Yes,Yes,One year,Yes,Bank transfer,87.15,3684.48,0,No
CUST01844,Male,0,No,No,53,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Bank transfer,81.18,4335.88,2,No
CUST01845,Female,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,47.99,2234.67,0,No
CUST01846,Male,0,Yes,No,13,Yes,No,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Credit card,103.37,1363.72,0,No
CUST01847,Female,0,No,No,47,No,Yes,No,No,No,No,Two year,No,Electronic check,74.27,3527.58,5,No
CUST01848,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,67.96,3671.09,1,Yes
CUST01849,Male,0,No,Yes,28,Yes,No phone service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,118.68,3350.09,4,Yes
CUST01850,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No internet service,Yes,Two year,Yes,Bank transfer,46.92,2164.01,1,No
CUST01851,Male,0,No,No,62,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,71.86,4477.12,0,Yes
CUST01852,Male,0,No,No,18,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,87.6,1616.36,3,No
CUST01853,Female,1,No,No,8,Yes,No,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,30.77,,1,No
CUST01854,Male,0,Yes,Yes,36,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,54.13,1995.47,1,Yes
CUST01855,Female,0,No,No,51,Yes,Yes,Fiber optic,No internet service,Yes,Yes,One year,Yes,Credit card,99.77,5132.7,3,Yes
CUST01856,Female,0,Yes,No,56,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,42.15,2381.15,1,No
CUST01857,Male,0,No,No,27,Yes,No,DSL,Yes,No internet service,No internet service,One year,No,Credit card,68.32,1844.94,1,No
CUST01858,Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,82.32,2920.69,0,Yes
CUST01859,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,Mailed check,86.46,5491.02,0,No
CUST01860,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card,92.29,1577.67,3,Yes
CUST01861,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Mailed check,106.33,3661.03,1,No
CUST01862,Female,0,Yes,Yes,67,Yes,No phone service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.07,3936.39,2,No
CUST01863,Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,Yes,Yes,No,One year,No,Mailed check,90.08,3446.6,0,No
CUST01864,Female,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Credit card,92.68,688.66,1,Yes
CUST01865,Female,1,Yes,No,14,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,48.63,703.07,0,No
CUST01866,Female,0,No,No,6,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,116.75,728.7,1,Yes
CUST01867,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,106.25,1715.99,2,Yes
CUST01868,Male,0,No,No,63,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Credit card,47.57,3004.88,2,No
CUST01869,Male,0,No,No,11,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card,86.86,992.79,2,No
CUST01870,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,91.22,5017.17,1,No
CUST01871,Male,0,No,No,45,Yes,No phone service,DSL,Yes,No internet service,Yes,Two year,No,Bank transfer,62.01,2819.43,2,No
CUST01872,Male,0,Yes,Yes,46,Yes,No phone service,No,Yes,No internet service,No,One year,Yes,Electronic check,106.1,4923.83,0,No
CUST01873,Male,0,No,No,15,Yes,No phone service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,88.4,1337.06,0,Yes
CUST01874,Female,0,No,No,68,Yes,No,DSL,No,Yes,No,One year,No,Electronic check,85.13,5805.48,0,No
CUST01875,Female,0,No,No,1,No,No phone service,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,40.53,69.9,0,Yes
CUST01876,Female,0,Yes,No,53,Yes,No,No,Yes,No internet service,No internet service,One year,No,Mailed check,59.6,3171.14,1,No
CUST01877,Male,0,No,No,26,No,No,DSL,No internet service,No internet service,No,Two year,Yes,Credit card,62.26,1661.13,0,No
CUST01878,Female,0,No,No,30,Yes,No phone service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,92.83,2803.23,3,Yes
CUST01879,Female,0,No,No,40,No,No,Fiber optic,Yes,No internet service,No internet service,One year,No,Mailed check,81.08,3272.28,5,No
CUST01880,Male,0,Yes,Yes,35,No,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,26.76,947.91,0,No
CUST01881,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Credit card,49.39,2274.01,1,No
CUST01882,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,66.25,2791.19,4,Yes
CUST01883,Male,0,Yes,No,64,Yes,No,DSL,No internet service,No internet service,No,Month-to-month,No,Mailed check,93.15,5963.91,0,Yes
CUST01884,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,93.84,4621.59,1,No
CUST01885,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.04,29.33,2,No
CUST01886,Female,1,No,No,71,Yes,No,Fiber optic,No internet service,No internet service,Yes,One year,No,Electronic check,29.93,2127.26,0,Yes
CUST01887,Female,0,No,Yes,56,Yes,No,DSL,Yes,No,No internet service,Month-to-month,No,Bank transfer,47.88,2685.8,0,No
CUST01888,Female,0,Yes,No,15,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer,43.98,683.98,1,No
CUST01889,Male,0,Yes,No,27,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.66,2676.78,0,Yes
CUST01890,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,36.36,794.96,2,Yes
CUST01891,Female,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Electronic check,65.42,2622.04,2,No
CUST01892,Female,1,Yes,No,18,No,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,86.41,1599.76,1,Yes
CUST01893,Male,1,No,No,49,Yes,Yes,Fiber optic,No internet service,Yes,No,One year,Yes,Credit card,116.41,5749.96,3,No
CUST01894,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,119.92,6971.61,2,Yes
CUST01895,Male,1,Yes,No,68,Yes,No,DSL,No internet service,No internet service,No,Month-to-month,No,Electronic check,115.2,7864.4,3,Yes
CUST01896,Male,1,Yes,No,33,No,No,DSL,No,No,No,Month-to-month,No,Electronic check,91.26,3036.2,2,Yes
CUST01897,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,94.14,3624.42,1,No
CUST01898,Male,1,No,No,6,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,95.44,598.08,0,No
CUST01899,Female,0,No,Yes,51,Yes,No phone service,DSL,No,Yes,No,One year,No,Bank transfer,105.99,5453.49,0,No
CUST01900,Female,0,No,No,59,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,115.08,6799.69,1,No
CUST01901,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No internet service,No internet service,One year,Yes,Credit card,63.46,3253.74,1,No
CUST01902,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,60.48,1430.11,1,Yes
CUST01903,Male,1,Yes,Yes,25,Yes,No phone service,Fiber optic,No,Yes,Yes,Two year,No,Electronic check,64.97,1663.43,0,No
CUST01904,Male,0,No,No,9,Yes,No,No,No internet service,No,No internet service,One year,No,Credit card,85.3,804.31,0,No
CUST01905,Male,0,No,Yes,16,No,Yes,DSL,Yes,No internet service,Yes,One year,No,Mailed check,97.1,1596.58,1,No
CUST01906,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,106.8,141.93,1,Yes
CUST01907,Male,1,Yes,Yes,26,Yes,No phone service,DSL,Yes,No internet service,No,Month-to-month,No,Electronic check,64.53,1709.58,0,No
CUST01908,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,55.06,3987.27,1,No
CUST01909,Female,0,No,No,70,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Two year,No,Mailed check,118.3,8304.35,4,No
CUST01910,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.65,1977.86,2,No
CUST01911,Female,0,Yes,No,8,Yes,No phone service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,40.64,356.13,1,No
CUST01912,Female,0,Yes,No,22,Yes,No,DSL,No,No internet service,No,Month-to-month,Yes,Credit card,90.97,2021.67,0,No
CUST01913,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,36.33,2550.47,2,No
CUST01914,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,58.74,4234.61,1,No
CUST01915,Female,0,No,Yes,26,Yes,No,DSL,No internet service,No internet service,Yes,Two year,No,Credit card,47.82,1289.54,0,No
CUST01916,Female,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer,35.21,2465.94,1,No
CUST01917,Female,0,No,No,42,Yes,No phone service,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,77.13,3244.73,1,No
CUST01918,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,Two year,Yes,Bank transfer,56.1,358.87,3,No
CUST01919,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,65.15,4052.45,0,No
CUST01920,Male,0,Yes,No,43,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,No,Mailed check,37.98,1653.43,3,No
CUST01921,Male,0,Yes,No,38,No,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Electronic check,96.32,3666.03,1,No
CUST01922,Male,0,No,No,39,Yes,No phone service,DSL,No internet service,Yes,No internet service,Two year,Yes,Mailed check,50.1,1960.45,2,No
CUST01923,Female,0,Yes,Yes,6,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,52.96,357.79,2,Yes
CUST01924,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,43.72,3054.64,0,No
CUST01925,Female,0,No,No,24,Yes,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,62.31,1500.65,1,Yes
CUST01926,Male,0,No,Yes,58,Yes,No phone service,DSL,No,Yes,No,Month-to-month,No,Credit card,65.28,3819.63,2,No
CUST01927,Male,0,No,No,12,Yes,No phone service,DSL,Yes,No,No,Month-to-month,No,Electronic check,72.03,894.83,1,Yes
CUST01928,Male,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,116.69,7153.76,0,No
CUST01929,Female,1,Yes,No,7,Yes,No,DSL,No,No internet service,Yes,One year,No,Bank transfer,110.28,795.68,1,Yes
CUST01930,Male,0,No,Yes,44,Yes,No,Fiber optic,No internet service,No internet service,No,Two year,No,Electronic check,80.16,3540.54,2,No
CUST01931,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No internet service,No,Month-to-month,No,Mailed check,21.97,406.67,1,No
CUST01932,Female,1,Yes,No,59,Yes,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,80.45,4765.12,1,Yes
CUST01933,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,27.15,1612.8,0,No
CUST01934,Male,0,Yes,No,1,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card,90.46,,1,Yes
CUST01935,Male,0,No,Yes,65,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,57.79,3794.51,2,No
CUST01936,Female,0,No,Yes,13,Yes,No phone service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,103.45,1368.64,0,No
CUST01937,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No internet service,One year,No,Electronic check,114.14,5379.57,0,No
CUST01938,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,One year,No,Credit card,60.55,3371.84,0,No
CUST01939,Female,1,Yes,No,11,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Mailed check,64.98,758.86,2,Yes
CUST01940,Male,1,No,No,54,Yes,No,No,No internet service,Yes,No,Two year,Yes,Credit card,78.2,4244.46,1,No
CUST01941,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,38.11,1047.7,1,No
CUST01942,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,112.59,368.4,3,Yes
CUST01943,Female,0,No,No,35,No,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Mailed check,62.17,2178.85,3,Yes
CUST01944,Female,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No,Yes,No,Two year,No,Electronic check,35.02,1750.55,2,Yes
CUST01945,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Mailed check,95.8,230.71,1,Yes
CUST01946,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No internet service,Yes,Two year,Yes,Electronic check,40.35,19.87,2,No
CUST01947,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,32.64,530.97,0,No
